,Food Name,Measure,Energy (kcal) per gram,Energy (kJ) per gram,Protein (g) per gram,Carbohydrate (g) per gram,Total Sugar (g) per gram,Total Dietary Fibre (g) per gram,Total Fat (g) per gram,Saturated Fat (g) per gram,Cholesterol (mg) per gram,Calcium (mg) per gram,Iron (mg) per gram,Sodium (mg) per gram,Potassium (mg) per gram,Magnesium (mg) per gram,Phosphorus (mg) per gram,Thiamin (mg) per gram,Riboflavin (mg) per gram,Niacin (NE) per gram,Folate (DFE) per gram,Vitamin A (RAE) per gram,Beta-carotene (mcg) per gram,Lycopene (mcg) per gram,Vitamin C (mg) per gram,Vitamin B12 (mcg) per gram,Total Fat ( ) per gram,Cholesterol (g) per gram,Vitamin D (mcg) per gram,Monounsaturated Fat (g) per gram,Polyunsaturated Fat (g) per gram,Vitamin E (mg) per gram,DHA (g) per gram,EPA (g) per gram,Total Daietary Fibre (g) per gram,Trans Fat (g) per gram,Caffeine (mg) per gram,Alcohol (g) per gram,Polyunsaturated Fat (mg) per gram,Category
210,"Pumpkin, commercial (20 cm diam)",1/6,2.1009174311926606,8.779816513761467,0.03669724770642202,0.27522935779816515,0.13761467889908258,0.02660550458715596,0.09174311926605505,0.017431192660550456,0.2018348623853211,0.5963302752293578,0.013761467889908258,2.81651376146789,1.5412844036697249,0.14678899082568808,0.7064220183486238,0.001834862385321101,0.002018348623853211,0.017431192660550456,0.3211009174311927,,,,,,,,,,,,,,,,,,,Baked Goods
211,"Sugar pie, homemade, 1 crust",1/8,4.625,19.352272727272727,0.03409090909090909,0.3522727272727273,0.20454545454545456,0.005681818181818182,0.3522727272727273,0.1965909090909091,0.9545454545454546,0.6931818181818182,0.0125,0.9204545454545454,1.5795454545454546,0.14772727272727273,0.6704545454545454,0.0011363636363636365,0.0017045454545454545,0.018181818181818184,0.38636363636363635,,,,,,,,,,,,,,,,,,,Baked Goods
212,"Apple crisp, homemade",125 mL,1.609375,6.7421875,0.015625,0.3046875,0.1953125,0.0140625,0.03125,0.00703125,0.0,0.3515625,0.0078125,3.5078125,0.78125,0.078125,0.28125,0.00078125,0.00078125,,0.2421875,,,,,,,,,,,,,,,,,,,Baked Goods
213,"Bread pudding with raisins, homemade",125 mL,1.528301886792453,6.386792452830188,0.05660377358490566,0.22641509433962265,0.14150943396226415,0.008490566037735849,0.04716981132075472,0.016981132075471698,0.5754716981132075,1.169811320754717,0.011320754716981131,2.3773584905660377,2.150943396226415,0.16981132075471697,1.0471698113207548,0.0009433962264150943,0.0024528301886792454,0.019811320754716984,0.29245283018867924,,,,,,,,,,,,,,,,,,,Baked Goods
214,"Danish pastry, cinnamon (11 cm diam)",1,4.030769230769231,16.846153846153847,0.07692307692307693,0.4461538461538462,0.2,0.012307692307692308,0.23076923076923078,0.05692307692307692,0.2153846153846154,0.7076923076923077,0.02,3.707692307692308,1.2461538461538462,0.18461538461538463,1.0769230769230769,0.003076923076923077,0.0026153846153846158,0.043076923076923075,0.9230769230769231,,,,,,,,,,,,,,,,,,,Baked Goods
215,"Danish pastry, fruit (11 cm diam)",1,3.704225352112676,15.52112676056338,0.056338028169014086,0.4788732394366197,0.28169014084507044,0.018309859154929577,0.18309859154929578,0.04929577464788732,1.1408450704225352,0.4647887323943662,0.018309859154929577,3.535211267605634,0.8309859154929577,0.15492957746478872,0.8873239436619719,0.0028169014084507044,0.0022535211267605635,0.03098591549295775,0.6901408450704225,,,,,,,,,,,,,,,,,,,Baked Goods
216,"Date squares, homemade",1 square,3.7049180327868854,15.475409836065573,0.04918032786885246,0.6065573770491803,,0.03770491803278688,0.13114754098360656,0.07704918032786885,0.32786885245901637,0.3442622950819672,0.03278688524590164,3.9508196721311477,2.5245901639344264,0.3770491803278688,1.0,0.003278688524590164,0.0013114754098360656,0.027868852459016394,0.5081967213114754,,,,,,,,,,,,,,,,,,,Baked Goods
217,"Doughnut, cake-type, plain (8 cm diam)",1,4.212765957446808,17.617021276595743,0.0425531914893617,0.48936170212765956,0.23404255319148937,0.014893617021276595,0.23404255319148937,0.036170212765957444,0.3617021276595745,0.44680851063829785,0.019148936170212766,5.468085106382978,1.2765957446808511,0.19148936170212766,2.6808510638297873,0.002127659574468085,0.002340425531914894,0.02978723404255319,0.8297872340425532,,,,,,,,,,,,,,,,,,,Baked Goods
218,"Doughnut, cake-type, plain, chocolate coated (9 cm diam)",1,4.7368421052631575,19.82456140350877,0.05263157894736842,0.47368421052631576,0.22807017543859648,0.01929824561403509,0.3157894736842105,0.0807017543859649,0.6140350877192983,0.3508771929824561,0.02456140350877193,4.298245614035087,1.9649122807017543,0.40350877192982454,2.017543859649123,0.0017543859649122807,0.0010526315789473684,0.02456140350877193,0.6842105263157895,,,,,,,,,,,,,,,,,,,Baked Goods
219,"Doughnut, yeast-leavened, honey bun, glazed (9 cm x 6 cm)",1,4.033333333333333,16.85,0.06666666666666667,0.45,0.23333333333333334,0.011666666666666665,0.23333333333333334,0.058333333333333334,0.06666666666666667,0.43333333333333335,0.02,3.4166666666666665,1.0833333333333333,0.21666666666666667,0.9333333333333333,0.0033333333333333335,0.0021666666666666666,0.041666666666666664,0.6833333333333333,,,,,,,,,,,,,,,,,,,Baked Goods
220,"Doughnut, yeast-leavened, jelly filled (9 cm X 6 cm)",1,3.4,14.223529411764705,0.058823529411764705,0.38823529411764707,0.21176470588235294,0.009411764705882354,0.18823529411764706,0.04823529411764706,0.25882352941176473,0.24705882352941178,0.01764705882352941,2.929411764705882,0.788235294117647,0.2,0.8470588235294118,0.003529411764705882,0.0014117647058823528,0.03294117647058823,1.035294117647059,,,,,,,,,,,,,,,,,,,Baked Goods
221,"Eclairs, custard filled, chocolate glaze",1,2.62,10.96,0.06,0.24,0.07,0.006,0.16,0.040999999999999995,1.27,0.63,0.012,3.37,1.17,0.15,1.07,0.001,0.0027,0.021,0.63,,,,,,,,,,,,,,,,,,,Baked Goods
222,"Rice Krispies Squares™, commercial",1 square,4.136363636363637,17.318181818181817,0.045454545454545456,0.8181818181818182,,0.004545454545454546,0.09090909090909091,0.013636363636363636,0.0,0.045454545454545456,0.013636363636363636,3.5,0.4090909090909091,0.13636363636363635,0.4090909090909091,0.013636363636363636,0.013636363636363636,0.16818181818181818,1.7272727272727273,,,,,,,,,,,,,,,,,,,Baked Goods
223,"Toaster pastries (Pop-Tarts™), brown sugar & cinnamon",1,4.12,17.24,0.06,0.68,,0.01,0.14,0.036000000000000004,0.0,0.34,0.04,4.24,1.14,0.24,1.34,0.004,0.0058,0.055999999999999994,0.42,,,,,,,,,,,,,,,,,,,Baked Goods
224,"Toaster pastries (Pop-Tarts™), fruit, frosted",1,3.909090909090909,16.363636363636363,0.03636363636363636,0.7090909090909091,0.36363636363636365,0.007272727272727273,0.10909090909090909,0.02727272727272727,0.0,0.2909090909090909,0.07090909090909091,7.036363636363636,1.4727272727272727,0.23636363636363636,1.3636363636363635,0.0036363636363636364,0.0036363636363636364,,0.7090909090909091,,,,,,,,,,,,,,,,,,,Baked Goods
225,"Alfalfa sprouts, raw",60 mL,0.25,1.25,,,,0.025,,,,0.375,0.0125,0.125,0.875,0.25,0.75,,,,0.375,0.125,0.875,0.0,0.125,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
226,"Artichoke hearts, canned in water",1 heart,0.48148148148148145,2.074074074074074,0.037037037037037035,0.1111111111111111,,0.037037037037037035,,,,0.4444444444444444,0.011111111111111112,2.740740740740741,3.5185185185185186,0.5925925925925926,0.8518518518518519,,,,0.5185185185185185,0.07407407407407407,1.037037037037037,0.0,0.1111111111111111,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
227,"Artichoke hearts, marinated in oil",1 heart,0.9642857142857143,3.9642857142857144,0.03571428571428571,0.10714285714285714,,0.03571428571428571,0.07142857142857142,,,0.42857142857142855,0.010714285714285714,2.8214285714285716,3.3214285714285716,0.5714285714285714,0.8214285714285714,,,,0.4642857142857143,0.07142857142857142,1.0,0.0,0.10714285714285714,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
228,"Artichoke, boiled, drained",1 medium,0.5,2.091666666666667,0.03333333333333333,0.10833333333333334,0.008333333333333333,0.03916666666666667,,,,0.45,0.0125,0.95,3.5416666666666665,0.6,0.8583333333333333,,,,0.5083333333333333,0.09166666666666666,1.0583333333333333,0.0,0.1,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
229,"Asparagus, canned, drained",6 spears,0.19444444444444445,0.7870370370370371,0.018518518518518517,0.027777777777777776,0.009259259259259259,0.013888888888888888,0.009259259259259259,,,0.1574074074074074,0.018518518518518517,2.8703703703703702,1.7222222222222223,0.10185185185185185,0.42592592592592593,,,,0.9629629629629629,0.4074074074074074,4.925925925925926,0.24074074074074073,0.18518518518518517,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
230,"Asparagus, fresh or frozen, boiled, drained",6 spears,0.2,0.8333333333333334,0.022222222222222223,0.03333333333333333,0.011111111111111112,0.017777777777777778,,,,0.2,0.0077777777777777776,0.08888888888888889,1.9777777777777779,0.12222222222222222,0.5111111111111111,,,,1.4222222222222223,0.45555555555555555,5.433333333333334,0.26666666666666666,0.15555555555555556,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
231,"Bean sprouts, stir-fried",125 mL,0.5,2.0757575757575757,0.045454545454545456,0.10606060606060606,,0.01818181818181818,,,,0.13636363636363635,0.01818181818181818,0.09090909090909091,2.1666666666666665,0.3333333333333333,0.7878787878787878,,,,0.696969696969697,0.015151515151515152,0.18181818181818182,,0.15151515151515152,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
232,"Beans, lima, frozen, boiled, drained",125 mL,1.0526315789473684,4.389473684210526,0.06315789473684211,0.18947368421052632,0.010526315789473684,0.042105263157894736,,,,0.28421052631578947,0.02,0.29473684210526313,4.11578947368421,0.5578947368421052,1.1263157894736842,,,,0.15789473684210525,0.08421052631578947,1.0,0.0,0.06315789473684211,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
233,"Beans, snap (green, yellow, Italian), canned, drained",125 mL,0.19718309859154928,0.8450704225352113,0.014084507042253521,0.04225352112676056,0.014084507042253521,0.02112676056338028,,,,0.2676056338028169,0.008450704225352112,2.6338028169014085,1.0985915492957747,0.1267605633802817,0.19718309859154928,,,,0.323943661971831,0.22535211267605634,2.619718309859155,0.0,0.028169014084507043,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
234,"Beans, snap (green, yellow, Italian), fresh or frozen, boiled, drained",125 mL,0.30985915492957744,1.323943661971831,0.014084507042253521,0.07042253521126761,0.014084507042253521,0.02676056338028169,,,,0.4647887323943662,0.007042253521126761,0.056338028169014086,1.3661971830985915,0.2112676056338028,0.29577464788732394,,,,0.28169014084507044,0.30985915492957744,3.788732394366197,0.0,0.07042253521126761,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
235,"Beets, pickled, sliced, not drained",125 mL,0.65,2.716666666666667,0.008333333333333333,0.16666666666666666,,0.018333333333333333,,,,0.10833333333333334,0.004166666666666667,2.6416666666666666,1.475,0.15,0.16666666666666666,,,,0.26666666666666666,0.008333333333333333,0.058333333333333334,,0.025,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
236,"Beets, sliced, boiled, drained",125 mL,0.4444444444444444,1.8333333333333333,0.022222222222222223,0.1,0.07777777777777778,0.02,,,,0.15555555555555556,0.0077777777777777776,0.7666666666666667,3.0444444444444443,0.23333333333333334,0.37777777777777777,,,,0.8,0.022222222222222223,0.2111111111111111,0.0,0.03333333333333333,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
237,"Beets, sliced, canned, drained",125 mL,0.3111111111111111,1.3,0.011111111111111112,0.06666666666666667,0.05555555555555555,0.021111111111111112,,,,0.14444444444444443,0.017777777777777778,1.9333333333333333,1.4777777777777779,0.16666666666666666,0.16666666666666666,,,,0.3,0.011111111111111112,0.14444444444444443,0.0,0.06666666666666667,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
238,"Belgium endive, raw",1 endive,0.16981132075471697,0.7169811320754716,,0.03773584905660377,,0.03018867924528302,,,,0.18867924528301888,0.0018867924528301887,0.018867924528301886,2.1132075471698113,0.09433962264150944,0.2641509433962264,,,,0.37735849056603776,0.018867924528301886,0.16981132075471697,,0.018867924528301886,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
239,"Bok Choy, Pak-Choi, shredded, boiled, drained",125 mL,0.12222222222222222,0.5,0.011111111111111112,0.022222222222222223,0.011111111111111112,0.01,,,,0.9333333333333333,0.01,0.34444444444444444,3.7,0.1111111111111111,0.28888888888888886,,,,0.4111111111111111,2.111111111111111,25.433333333333334,0.0,0.25555555555555554,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
240,"Broccoli, chopped, boiled, drained",125 mL,0.35365853658536583,1.4634146341463414,0.024390243902439025,0.07317073170731707,0.012195121951219513,0.024390243902439025,,,,0.4024390243902439,0.007317073170731707,0.4146341463414634,2.9390243902439024,0.2073170731707317,0.6707317073170732,,,,1.0853658536585367,0.9878048780487805,11.865853658536585,0.0,0.6463414634146342,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
241,"Broccoli, chopped, raw",125 mL,0.34782608695652173,1.434782608695652,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.02391304347826087,,,,0.4782608695652174,0.006521739130434782,0.32608695652173914,3.1956521739130435,0.21739130434782608,0.6739130434782609,,,,0.6304347826086957,0.32608695652173914,3.869565217391304,0.0,0.8913043478260869,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
242,"Broccoli, frozen spears, boiled, drained",125 mL,0.27835051546391754,1.175257731958763,0.030927835051546393,0.05154639175257732,0.010309278350515464,0.023711340206185566,,,,0.5154639175257731,0.006185567010309278,0.23711340206185566,1.8041237113402062,0.1958762886597938,0.5463917525773195,,,,0.29896907216494845,0.5567010309278351,6.649484536082475,0.0,0.4020618556701031,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
243,"Brussels sprouts, fresh or frozen, boiled, drained",4 sprouts,0.39285714285714285,1.630952380952381,0.03571428571428571,0.07142857142857142,0.023809523809523808,0.0380952380952381,,,,0.30952380952380953,0.008333333333333333,0.17857142857142858,3.0357142857142856,0.19047619047619047,0.5595238095238095,,,,0.8095238095238095,0.42857142857142855,5.095238095238095,0.0,0.5357142857142857,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
244,"Cabbage, green, shredded, boiled, drained",125 mL,0.21518987341772153,0.9240506329113924,0.012658227848101266,0.05063291139240506,0.02531645569620253,0.016455696202531647,,,,0.31645569620253167,0.0012658227848101266,0.0759493670886076,0.9746835443037974,0.0759493670886076,0.1518987341772152,,,,0.20253164556962025,0.0759493670886076,0.7468354430379747,0.0,0.20253164556962025,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
245,"Cabbage, green, shredded, raw",125 mL,0.24324324324324326,1.0,0.02702702702702703,0.05405405405405406,0.02702702702702703,0.018918918918918916,,,,0.4594594594594595,0.005405405405405406,0.1891891891891892,2.4594594594594597,0.16216216216216217,0.24324324324324326,,,,0.43243243243243246,0.08108108108108109,0.8918918918918919,0.0,0.32432432432432434,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
246,"Cabbage, napa, shredded, boiled, drained",125 mL,0.1206896551724138,0.5,0.017241379310344827,0.017241379310344827,,,,,,0.29310344827586204,0.006896551724137932,0.10344827586206896,0.8620689655172413,0.08620689655172414,0.1896551724137931,,,,0.43103448275862066,0.1206896551724138,1.3275862068965518,0.0,0.034482758620689655,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
247,"Cabbage, red, shredded, raw",125 mL,0.2972972972972973,1.2972972972972974,0.02702702702702703,0.08108108108108109,0.02702702702702703,0.021621621621621623,,,,0.4594594594594595,0.008108108108108109,0.2702702702702703,2.4324324324324325,0.16216216216216217,0.2972972972972973,,,,0.1891891891891892,0.5675675675675675,6.702702702702703,0.1891891891891892,0.5675675675675675,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
248,"Carrots, baby, raw",8,0.35,1.4625,0.0125,0.0875,0.05,0.017499999999999998,,,,0.325,0.008749999999999999,0.775,2.375,0.1,0.275,,,,0.325,6.9,63.9125,0.0,0.0875,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
249,"Carrots, fresh or frozen, boiled, drained",125 mL,0.36363636363636365,1.5064935064935066,0.012987012987012988,0.07792207792207792,0.03896103896103896,0.024675324675324673,,,,0.3246753246753247,0.003896103896103896,0.5844155844155844,2.142857142857143,0.1038961038961039,0.3116883116883117,,,,0.12987012987012986,8.467532467532468,82.24675324675324,0.012987012987012988,0.025974025974025976,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
250,"Carrots, raw",1 medium,0.4098360655737705,1.7049180327868851,0.01639344262295082,0.09836065573770492,0.04918032786885246,0.02459016393442623,,,,0.32786885245901637,0.003278688524590164,0.6885245901639344,3.19672131147541,0.11475409836065574,0.3442622950819672,,,,0.19672131147540983,6.016393442622951,57.73770491803279,0.01639344262295082,0.06557377049180328,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
251,"Cauliflower, pieces, boiled, drained",125 mL,0.22727272727272727,0.9545454545454546,0.015151515151515152,0.045454545454545456,0.015151515151515152,0.027272727272727275,,,,0.15151515151515152,0.0030303030303030303,0.15151515151515152,1.4090909090909092,0.09090909090909091,0.3181818181818182,,,,0.4393939393939394,0.015151515151515152,0.07575757575757576,0.0,0.4393939393939394,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
252,"Cauliflower, pieces, raw",125 mL,0.24528301886792453,1.0377358490566038,0.018867924528301886,0.05660377358490566,0.018867924528301886,0.016981132075471698,,,,0.22641509433962265,0.0037735849056603774,0.3018867924528302,3.018867924528302,0.1509433962264151,0.4339622641509434,,,,0.5660377358490566,0.018867924528301886,0.07547169811320754,0.0,0.4716981132075472,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
253,"Celery, raw",1 stalk,0.15,0.6,,0.025,0.025,0.015,,,,0.4,0.0025,0.8,2.6,0.1,0.25,,,,0.35,0.225,2.7,0.0,0.025,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
254,"Corn, sweet, canned, cream style",125 mL,0.7185185185185186,3.0148148148148146,0.014814814814814815,0.18518518518518517,0.02962962962962963,0.013333333333333334,0.007407407407407408,,,0.02962962962962963,0.003703703703703704,2.8518518518518516,1.3407407407407408,0.17037037037037037,0.5111111111111111,,,,0.45185185185185184,0.037037037037037035,0.3037037037037037,0.0,0.044444444444444446,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
255,"Corn, sweet, canned, niblets",125 mL,0.7927927927927928,3.2972972972972974,0.02702702702702703,0.1981981981981982,0.036036036036036036,0.02072072072072072,0.009009009009009009,,,0.05405405405405406,0.0045045045045045045,2.720720720720721,1.8558558558558558,0.23423423423423423,0.6396396396396397,,,,0.4864864864864865,0.036036036036036036,0.3333333333333333,0.0,0.05405405405405406,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
256,"Corn, sweet, on or off cob, fresh or frozen, boiled, drained",125 mL,0.9425287356321839,3.942528735632184,0.034482758620689655,0.21839080459770116,0.034482758620689655,0.022988505747126436,0.011494252873563218,,,0.022988505747126436,0.005747126436781609,0.09195402298850575,2.4022988505747125,0.2988505747126437,0.9080459770114943,,,,0.40229885057471265,0.08045977011494253,0.5747126436781609,0.0,0.04597701149425287,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
257,"Cucumber, peeled, raw",4 slices,0.10714285714285714,0.5,,0.03571428571428571,,0.0071428571428571435,,,,0.14285714285714285,0.0035714285714285718,0.03571428571428571,1.3571428571428572,0.10714285714285714,0.21428571428571427,,,,0.14285714285714285,0.03571428571428571,0.32142857142857145,0.0,0.03571428571428571,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
258,Edamame,125 mL,1.2195121951219512,5.085365853658536,0.10975609756097561,0.0975609756097561,0.024390243902439025,0.0524390243902439,0.04878048780487805,,,0.6341463414634146,0.023170731707317073,0.06097560975609756,4.353658536585366,0.6341463414634146,1.6829268292682926,,,,3.1097560975609757,,,,0.06097560975609756,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
259,"Eggplant, pieces, boiled, drained",125 mL,0.34615384615384615,1.4615384615384615,,0.09615384615384616,0.038461538461538464,0.025,,,,0.057692307692307696,0.0019230769230769232,0.019230769230769232,1.2307692307692308,0.11538461538461539,0.15384615384615385,,,,0.1346153846153846,0.019230769230769232,0.23076923076923078,0.0,0.019230769230769232,0.0,,,,,,,,,,,,,,Vegetables and Vegetable Products
