,Food Name,Measure,Energy (kcal) per gram,Energy (kJ) per gram,Protein (g) per gram,Carbohydrate (g) per gram,Total Sugar (g) per gram,Total Dietary Fibre (g) per gram,Total Fat (g) per gram,Saturated Fat (g) per gram,Cholesterol (mg) per gram,Calcium (mg) per gram,Iron (mg) per gram,Sodium (mg) per gram,Potassium (mg) per gram,Magnesium (mg) per gram,Phosphorus (mg) per gram,Thiamin (mg) per gram,Riboflavin (mg) per gram,Niacin (NE) per gram,Folate (DFE) per gram,Vitamin A (RAE) per gram,Beta-carotene (mcg) per gram,Lycopene (mcg) per gram,Vitamin C (mg) per gram,Vitamin B12 (mcg) per gram,Total Fat ( ) per gram,Cholesterol (g) per gram,Vitamin D (mcg) per gram,Monounsaturated Fat (g) per gram,Polyunsaturated Fat (g) per gram,Vitamin E (mg) per gram,DHA (g) per gram,EPA (g) per gram,Total Daietary Fibre (g) per gram,Trans Fat (g) per gram,Caffeine (mg) per gram,Alcohol (g) per gram,Polyunsaturated Fat (mg) per gram,Category
139,"Muffin, bran, from mix, prepared",1,2.890909090909091,12.10909090909091,0.07272727272727272,0.4909090909090909,,,0.09090909090909091,0.025454545454545452,0.5818181818181818,0.32727272727272727,0.02727272727272727,4.927272727272728,1.5272727272727273,0.6,3.4363636363636365,0.0018181818181818182,0.0023636363636363638,0.05272727272727273,0.6909090909090909,,,,,,,,,,,,,,,,,,,Baked Goods
140,"Muffin, bran, homemade",1,3.491228070175439,14.614035087719298,0.07017543859649122,0.5614035087719298,0.22807017543859648,0.0649122807017544,0.14035087719298245,0.015789473684210527,0.40350877192982454,1.4385964912280702,0.04035087719298245,4.245614035087719,6.368421052631579,1.4035087719298245,2.263157894736842,0.0017543859649122807,0.0028070175438596493,0.05263157894736842,0.6491228070175439,,,,,,,,,,,,,,,,,,,Baked Goods
141,"Muffin, carrot, commercial",1,3.0442477876106193,12.734513274336283,0.061946902654867256,0.4336283185840708,0.1504424778761062,0.016814159292035398,0.12389380530973451,0.014159292035398232,0.3008849557522124,0.8849557522123894,0.01946902654867257,3.504424778761062,1.8407079646017699,0.1592920353982301,1.0353982300884956,0.002654867256637168,0.002743362831858407,0.036283185840707964,0.7964601769911505,,,,,,,,,,,,,,,,,,,Baked Goods
142,"Muffin, chocolate chip, commercial",1,3.2389380530973453,13.539823008849558,0.07079646017699115,0.4690265486725664,0.1415929203539823,0.021238938053097345,0.12389380530973451,0.046902654867256637,0.3274336283185841,1.0265486725663717,0.02566371681415929,3.017699115044248,1.6991150442477876,0.3008849557522124,1.3008849557522124,0.002654867256637168,0.003097345132743363,0.04070796460176991,0.9026548672566371,,,,,,,,,,,,,,,,,,,Baked Goods
143,"Muffin, fruit, commercial",1,2.769911504424779,11.584070796460177,0.05309734513274336,0.4778761061946903,0.19469026548672566,0.02566371681415929,0.061946902654867256,0.014159292035398232,0.3008849557522124,0.5663716814159292,0.01592920353982301,4.469026548672566,1.2300884955752212,0.1592920353982301,1.9734513274336283,0.001769911504424779,0.0012389380530973453,0.022123893805309734,1.1415929203539823,,,,,,,,,,,,,,,,,,,Baked Goods
144,"Muffin, fruit, homemade",1,2.8421052631578947,11.912280701754385,0.07017543859649122,0.40350877192982454,,0.015789473684210527,0.10526315789473684,0.021052631578947368,0.3684210526315789,1.894736842105263,0.02280701754385965,4.4035087719298245,1.2280701754385965,0.15789473684210525,1.456140350877193,0.0035087719298245615,0.0028070175438596493,0.03508771929824561,0.7368421052631579,,,,,,,,,,,,,,,,,,,Baked Goods
145,"Breakfast bar, Oatmeal to Go™",1,4.191489361702128,17.5531914893617,0.06382978723404255,0.7021276595744681,0.2127659574468085,0.05106382978723404,0.10638297872340426,0.019148936170212766,,0.3617021276595745,0.08936170212765958,4.297872340425532,2.1702127659574466,,,0.014893617021276595,,0.036170212765957444,,,,,,,,,,,,,,,,,,,,Baked Goods
146,"Cereal bar, fruit filled (Nutri-Grain™)",1,3.6486486486486487,15.297297297297296,0.05405405405405406,0.7027027027027027,0.3783783783783784,0.032432432432432434,0.08108108108108109,0.013513513513513514,,0.4594594594594595,0.016216216216216217,2.5945945945945947,1.945945945945946,0.08108108108108109,1.162162162162162,0.002702702702702703,0.001081081081081081,0.021621621621621623,,,,,,,,,,,,,,,,,,,,Baked Goods
147,"Granola bar, hard, chocolate chip",1,4.375,18.333333333333332,0.08333333333333333,0.7083333333333334,,0.04583333333333334,0.16666666666666666,0.1125,0.0,0.75,0.029166666666666664,3.4583333333333335,2.5,0.7083333333333334,2.0416666666666665,,0.0008333333333333334,0.029166666666666664,0.125,,,,,,,,,,,,,,,,,,,Baked Goods
148,"Granola bar, hard, plain",1,4.72,19.72,0.12,0.64,,0.052000000000000005,0.2,0.024,0.0,0.6,0.027999999999999997,2.96,3.36,0.96,2.76,0.004,0.0012,0.044000000000000004,0.24,,,,,,,,,,,,,,,,,,,Baked Goods
149,"Granola bar, soft, chocolate chip, graham and -marshmallow",1,4.1923076923076925,17.46153846153846,0.038461538461538464,0.7692307692307693,0.23076923076923078,0.038461538461538464,0.11538461538461539,0.023076923076923075,0.0,0.23076923076923078,0.023076923076923075,3.4615384615384617,1.8461538461538463,0.6923076923076923,2.0384615384615383,,0.0015384615384615385,0.019230769230769232,0.11538461538461539,,,,,,,,,,,,,,,,,,,Baked Goods
150,"Granola bar, soft, nuts and raisins",1,4.535714285714286,19.0,0.07142857142857142,0.6428571428571429,,0.05714285714285715,0.21428571428571427,0.09642857142857143,,0.8571428571428571,0.02142857142857143,2.5357142857142856,3.9285714285714284,0.8928571428571429,2.392857142857143,0.0035714285714285718,0.0017857142857142859,0.04285714285714286,0.2857142857142857,,,,,,,,,,,,,,,,,,,Baked Goods
151,"Granola bar, soft, peanut butter, chocolate coated",1,5.081081081081081,21.2972972972973,0.10810810810810811,0.5405405405405406,,0.02702702702702703,0.32432432432432434,0.17027027027027025,0.10810810810810811,1.0810810810810811,0.013513513513513514,1.9189189189189189,3.3783783783783785,0.6756756756756757,2.27027027027027,,0.002162162162162162,0.05405405405405406,0.24324324324324326,,,,,,,,,,,,,,,,,,,Baked Goods
152,"Granola bar, soft, plain",1,4.428571428571429,18.535714285714285,0.07142857142857142,0.6785714285714286,,0.04642857142857143,0.17857142857142858,0.07142857142857142,,1.0357142857142858,0.024999999999999998,2.7857142857142856,3.25,0.75,2.2857142857142856,0.0035714285714285718,0.0017857142857142859,0.02142857142857143,0.25,,,,,,,,,,,,,,,,,,,Baked Goods
153,"Muffin bar (Hop&Go™, Sweet Mornings™)",1,3.56,14.92,0.04,0.6,0.36,0.012,0.12,0.02,0.4,0.14,0.016,3.5,1.28,0.14,0.52,0.002,0.002,0.027999999999999997,0.66,,,,,,,,,,,,,,,,,,,Baked Goods
154,"Chocolate chip, commercial",2,4.9,20.45,0.05,0.65,0.35,0.03,0.25,0.075,,0.35,0.034999999999999996,2.95,1.5,0.5,1.15,,0.0025,0.034999999999999996,1.0,,,,,,,,,,,,,,,,,,,Baked Goods
155,"Chocolate chip, homemade",2,4.875,20.40625,0.0625,0.59375,,0.028125,0.28125,0.08125,0.3125,0.375,0.025,3.625,2.25,0.5625,1.0,0.003125,0.001875,0.025,0.46875,,,,,,,,,,,,,,,,,,,Baked Goods
156,"Chocolate chip, refrigerated dough, baked",2,4.916666666666667,20.583333333333332,0.041666666666666664,0.6666666666666666,,0.016666666666666666,0.20833333333333334,0.07916666666666666,0.25,0.2916666666666667,0.024999999999999998,2.3333333333333335,2.0,0.25,0.75,,0.0020833333333333333,0.029166666666666664,0.7083333333333334,,,,,,,,,,,,,,,,,,,Baked Goods
157,Chocolate coated marshmallow,2,4.3,18.033333333333335,0.03333333333333333,0.7,0.4666666666666667,0.02,0.13333333333333333,0.07333333333333333,,0.2,0.030000000000000002,1.5333333333333334,1.4333333333333333,0.36666666666666664,0.9666666666666667,,0.002,0.013333333333333334,0.36666666666666664,,,,,,,,,,,,,,,,,,,Baked Goods
158,Chocolate sandwich,2,4.65,19.5,0.05,0.7,0.4,0.03,0.2,0.09,0.0,0.2,0.10500000000000001,4.85,1.85,0.5,0.9,,0.0015,0.04,0.85,,,,,,,,,,,,,,,,,,,Baked Goods
159,"Coconut macaroons, homemade",2,4.041666666666667,16.895833333333332,0.041666666666666664,0.7291666666666666,0.7083333333333334,0.01875,0.125,0.1125,0.0,0.0625,0.008333333333333333,2.4791666666666665,1.5625,0.20833333333333334,0.4375,,0.0010416666666666667,0.008333333333333333,0.041666666666666664,,,,,,,,,,,,,,,,,,,Baked Goods
160,Fig,2,3.46875,14.5625,0.03125,0.71875,0.46875,0.046875,0.0625,0.0125,0.0,0.625,0.028125,3.5,2.0625,0.28125,0.625,0.003125,0.0021875,0.025,0.53125,,,,,,,,,,,,,,,,,,,Baked Goods
161,Ginger snaps,2,4.142857142857143,17.428571428571427,0.07142857142857142,0.7857142857142857,0.21428571428571427,0.02142857142857143,0.07142857142857142,0.02142857142857143,0.0,0.7857142857142857,0.0642857142857143,6.571428571428571,3.4285714285714284,0.5,0.8571428571428571,,0.002857142857142857,0.04285714285714286,1.4285714285714286,,,,,,,,,,,,,,,,,,,Baked Goods
162,"Graham crackers, plain or honey",2,4.214285714285714,17.714285714285715,0.07142857142857142,0.7857142857142857,0.2857142857142857,0.028571428571428574,0.07142857142857142,0.014285714285714287,0.0,0.21428571428571427,0.03571428571428571,6.071428571428571,1.3571428571428572,0.2857142857142857,1.0714285714285714,,0.002857142857142857,0.05714285714285715,0.6428571428571429,,,,,,,,,,,,,,,,,,,Baked Goods
163,Molasses,2,4.3,17.966666666666665,0.06666666666666667,0.7333333333333333,0.16666666666666666,0.01,0.13333333333333333,0.03333333333333333,0.0,0.7333333333333333,0.06333333333333332,4.6,3.466666666666667,0.5333333333333333,0.9666666666666667,0.0033333333333333335,0.0026666666666666666,0.043333333333333335,1.4666666666666666,,,,,,,,,,,,,,,,,,,Baked Goods
164,"Oatmeal, with raisins, commercial",2,4.5,18.807692307692307,0.07692307692307693,0.6923076923076923,0.23076923076923078,0.02692307692307692,0.19230769230769232,0.04615384615384615,0.0,0.38461538461538464,0.02692307692307692,3.8461538461538463,1.4230769230769231,0.34615384615384615,1.3846153846153846,0.0038461538461538464,0.0023076923076923075,0.038461538461538464,0.7307692307692307,,,,,,,,,,,,,,,,,,,Baked Goods
165,"Oatmeal, without raisins, homemade",2,4.466666666666667,18.7,0.06666666666666667,0.6666666666666666,,0.02333333333333333,0.16666666666666666,0.03666666666666667,0.36666666666666664,1.0666666666666667,0.02666666666666667,5.966666666666667,1.8333333333333333,0.43333333333333335,1.6666666666666667,0.0033333333333333335,0.0016666666666666668,0.02666666666666667,0.4666666666666667,,,,,,,,,,,,,,,,,,,Baked Goods
166,Peanut butter sandwich,2,4.785714285714286,20.0,0.07142857142857142,0.6428571428571429,0.35714285714285715,0.017857142857142856,0.21428571428571427,0.049999999999999996,0.0,0.5357142857142857,0.024999999999999998,3.6785714285714284,1.9285714285714286,0.5,1.8928571428571428,0.0035714285714285718,0.0025,0.05714285714285715,0.9285714285714286,,,,,,,,,,,,,,,,,,,Baked Goods
167,"Peanut butter, homemade",2,4.75,19.85,0.1,0.6,,0.0375,0.25,0.045,0.3,0.4,0.0225,5.175,2.3,0.4,1.15,0.0025,0.002,0.052500000000000005,0.8,,,,,,,,,,,,,,,,,,,Baked Goods
168,"Shortbread, commercial, plain",2,5.0,21.0,0.0625,0.625,0.125,0.01875,0.25,0.0625,0.1875,0.375,0.025,4.5625,1.0,0.1875,1.0625,0.00625,0.003125,0.05,1.125,,,,,,,,,,,,,,,,,,,Baked Goods
169,"Shortbread, homemade",2,5.606060606060606,23.424242424242426,0.06060606060606061,0.5757575757575758,0.21212121212121213,0.015151515151515152,0.36363636363636365,0.2212121212121212,0.9393939393939394,0.18181818181818182,0.02121212121212121,3.9393939393939394,0.6060606060606061,0.12121212121212122,0.6060606060606061,0.0030303030303030303,0.0024242424242424242,0.0393939393939394,0.9696969696969697,,,,,,,,,,,,,,,,,,,Baked Goods
170,"Animal crackers (arrowroot, social tea)",2,4.5,18.7,0.1,0.7,0.1,0.02,0.1,0.03,0.0,0.4,0.03,3.9,1.0,0.2,1.1,,0.003,0.05,1.7,,,,,,,,,,,,,,,,,,,Baked Goods
171,"Sugar cookies, commercial",2,4.766666666666667,20.0,0.06666666666666667,0.6666666666666666,0.36666666666666664,0.006666666666666667,0.2,0.05333333333333334,0.5,0.2,0.02,3.566666666666667,0.6333333333333333,0.13333333333333333,0.8,0.0033333333333333335,0.002,0.04,0.8333333333333334,,,,,,,,,,,,,,,,,,,Baked Goods
172,"Sugar cookies, homemade",2,4.4375,18.5,0.0625,0.78125,0.5,0.0125,0.125,0.034375,0.25,0.5625,0.01875,2.25,0.71875,0.09375,0.71875,0.003125,0.0021875,0.03125,0.75,,,,,,,,,,,,,,,,,,,Baked Goods
173,Vanilla wafers,2,4.75,19.75,0.08333333333333333,0.75,,0.016666666666666666,0.16666666666666666,0.049999999999999996,0.0,0.25,0.024999999999999998,3.0833333333333335,1.0833333333333333,0.08333333333333333,0.6666666666666666,,0.0025,0.041666666666666664,0.6666666666666666,,,,,,,,,,,,,,,,,,,Baked Goods
174,"Angelfood, commercial (25 cm diam)",1/12,2.607142857142857,10.928571428571429,0.07142857142857142,0.5714285714285714,,0.014285714285714287,,,0.0,1.4285714285714286,0.0035714285714285718,7.571428571428571,0.9285714285714286,0.10714285714285714,0.32142857142857145,,0.005,0.02142857142857143,0.5714285714285714,,,,,,,,,,,,,,,,,,,Baked Goods
175,"Angelfood, from mix (25 cm diam)",1/12,2.58,10.76,0.06,0.58,0.3,0.002,,,0.0,0.84,0.002,5.1,1.36,0.08,2.32,,0.002,0.013999999999999999,0.28,,,,,,,,,,,,,,,,,,,Baked Goods
176,"Banana bread, homemade (11 cm X 6 cm X 1 cm)",1 slice,3.2666666666666666,13.633333333333333,0.05,0.55,,0.011666666666666665,0.1,0.021666666666666667,0.43333333333333335,0.21666666666666667,0.013333333333333334,3.0166666666666666,1.3333333333333333,0.13333333333333333,0.5833333333333334,0.0016666666666666668,0.002,0.02333333333333333,0.48333333333333334,,,,,,,,,,,,,,,,,,,Baked Goods
177,"Boston cream pie, commercial",1/6,2.5217391304347827,10.543478260869565,0.021739130434782608,0.42391304347826086,0.358695652173913,0.014130434782608696,0.08695652173913043,0.02391304347826087,0.3695652173913043,0.22826086956521738,0.003260869565217391,1.434782608695652,0.391304347826087,0.06521739130434782,0.4891304347826087,0.004347826086956522,0.002717391304347826,0.0076086956521739125,0.18478260869565216,,,,,,,,,,,,,,,,,,,Baked Goods
178,"Brownies, commercial (5 cm X 5 cm)",1 square,4.0588235294117645,16.941176470588236,0.058823529411764705,0.6470588235294118,0.35294117647058826,0.020588235294117647,0.17647058823529413,0.041176470588235294,0.17647058823529413,0.29411764705882354,0.023529411764705882,3.1176470588235294,1.5,0.3235294117647059,1.0,0.0,0.002058823529411765,0.026470588235294117,0.7058823529411765,,,,,,,,,,,,,,,,,,,Baked Goods
179,"Brownies, homemade (5 cm X 5 cm)",1 square,4.666666666666667,19.5,0.05555555555555555,0.5,,0.022222222222222223,0.2777777777777778,0.07222222222222223,0.7222222222222222,0.5833333333333334,0.019444444444444445,3.4166666666666665,1.75,0.5277777777777778,1.3333333333333333,0.002777777777777778,0.0019444444444444446,0.022222222222222223,0.3888888888888889,,,,,,,,,,,,,,,,,,,Baked Goods
180,"Carrot, homemade with cream cheese icing (2 layer, 23 cm diam)",1/12,4.075187969924812,17.037593984962406,0.03759398496240601,0.5263157894736842,0.39097744360902253,0.011278195488721804,0.21052631578947367,0.02857142857142857,0.5488721804511278,0.3684210526315789,0.012030075187969926,1.5112781954887218,0.9849624060150376,0.07518796992481203,0.5263157894736842,0.0015037593984962407,0.0016541353383458647,0.02030075187969925,0.42857142857142855,,,,,,,,,,,,,,,,,,,Baked Goods
181,"Cheesecake, commercial (15 cm diam)",1/6,3.21,13.42,0.06,0.26,,0.004,0.23,0.099,0.55,0.51,0.006,2.07,0.9,0.11,0.93,,0.0019,0.013000000000000001,0.2,,,,,,,,,,,,,,,,,,,Baked Goods
182,"Cheesecake, from mix, no-bake type (20 cm diam)",1/8,2.7315436241610738,11.422818791946309,0.053691275167785234,0.35570469798657717,,0.01879194630872483,0.12751677852348994,0.06644295302013423,0.28859060402684567,1.7114093959731544,0.004697986577181208,3.785234899328859,2.1006711409395975,0.18791946308724833,2.3288590604026846,0.001342281879194631,0.0026174496644295305,0.01610738255033557,0.3825503355704698,,,,,,,,,,,,,,,,,,,Baked Goods
183,"Cheesecake, plain, homemade with cherry topping (20 cm diam)",1/8,2.732142857142857,11.428571428571429,0.06547619047619048,0.3273809523809524,0.26785714285714285,0.004761904761904762,0.13690476190476192,0.05238095238095238,0.44642857142857145,0.3869047619047619,0.009523809523809525,2.9523809523809526,0.8690476190476191,0.07142857142857142,0.7380952380952381,,0.0014285714285714286,0.016666666666666666,0.13690476190476192,,,,,,,,,,,,,,,,,,,Baked Goods
184,"Chocolate, from mix, with icing (23 cm diam)",1/12,3.3211009174311927,13.880733944954128,0.03669724770642202,0.5596330275229358,0.43119266055045874,0.01834862385321101,0.11926605504587157,0.017431192660550456,0.3944954128440367,0.5779816513761468,0.014678899082568808,3.63302752293578,1.6238532110091743,0.24770642201834864,1.2935779816513762,0.0009174311926605505,0.0011926605504587156,0.017431192660550456,0.23853211009174313,,,,,,,,,,,,,,,,,,,Baked Goods
185,"Chocolate, frozen, commercial, with chocolate icing (1 layer, 5 cm X 20 cm diam)",1/6,3.3176470588235296,13.882352941176471,0.03529411764705882,0.5647058823529412,0.43529411764705883,0.023529411764705882,0.11764705882352941,0.011764705882352941,0.38823529411764707,0.5764705882352941,0.011764705882352941,3.635294117647059,1.6235294117647059,0.24705882352941178,1.2941176470588236,,,0.011764705882352941,0.23529411764705882,,,,,,,,,,,,,,,,,,,Baked Goods
186,"Chocolate, homemade, with icing (2 layer, 23 cm diam)",1/12,3.743119266055046,15.65137614678899,0.03669724770642202,0.6146788990825688,0.47706422018348627,0.017431192660550456,0.14678899082568808,0.045871559633027525,0.25688073394495414,0.6055045871559633,0.022935779816513763,2.3211009174311927,1.2660550458715596,0.3119266055045872,0.8348623853211009,0.0009174311926605505,0.0013761467889908255,0.01834862385321101,0.3302752293577982,,,,,,,,,,,,,,,,,,,Baked Goods
187,"Coffee cake, cinnamon with crumb topping, commercial",1/10,4.157894736842105,17.385964912280702,0.07017543859649122,0.45614035087719296,,0.01929824561403509,0.22807017543859648,0.05789473684210526,0.3157894736842105,0.543859649122807,0.01929824561403509,3.491228070175439,1.2280701754385965,0.21052631578947367,1.0701754385964912,0.0017543859649122807,0.002280701754385965,0.02982456140350877,0.8070175438596491,,,,,,,,,,,,,,,,,,,Baked Goods
188,"Coffee cake, cinnamon with crumb topping, from mix (20 cm X 15 cm)",1/10,3.1555555555555554,13.244444444444444,0.044444444444444446,0.5333333333333333,0.28888888888888886,0.011111111111111112,0.08888888888888889,0.017777777777777778,0.4888888888888889,1.3555555555555556,0.013333333333333332,4.2,1.1111111111111112,0.17777777777777778,2.1333333333333333,0.0022222222222222222,0.0017777777777777779,0.026666666666666665,0.7333333333333333,,,,,,,,,,,,,,,,,,,Baked Goods
189,"Fruitcake, commercial",1 piece,3.2325581395348837,13.55813953488372,0.023255813953488372,0.6046511627906976,0.3023255813953488,0.037209302325581395,0.09302325581395349,0.011627906976744186,0.046511627906976744,0.32558139534883723,0.020930232558139535,2.697674418604651,1.5348837209302326,0.16279069767441862,0.5116279069767442,,0.0009302325581395349,0.013953488372093023,0.32558139534883723,,,,,,,,,,,,,,,,,,,Baked Goods
190,"Gingerbread, from mix (23 cm X 23 cm)",1/9,3.072463768115942,12.884057971014492,0.043478260869565216,0.5072463768115942,0.3188405797101449,0.011594202898550725,0.10144927536231885,0.026086956521739132,0.3188405797101449,0.6811594202898551,0.03333333333333333,4.565217391304348,2.4057971014492754,0.15942028985507245,1.6376811594202898,0.0014492753623188406,0.0018840579710144927,0.02753623188405797,0.4057971014492754,,,,,,,,,,,,,,,,,,,Baked Goods
191,"Pound cake, homemade (23 cm X 13 cm X 7.5 cm)",1/10,4.2967032967032965,17.945054945054945,0.054945054945054944,0.46153846153846156,0.24175824175824176,0.004395604395604396,0.25274725274725274,0.045054945054945054,1.054945054945055,0.24175824175824176,0.023076923076923078,4.043956043956044,0.7252747252747253,0.07692307692307693,0.6483516483516484,0.002197802197802198,0.0025274725274725277,0.03296703296703297,0.6813186813186813,,,,,,,,,,,,,,,,,,,Baked Goods
192,"Shortcake, biscuit-type, homemade (4 cm X 7.5 cm diam)",1,3.12,13.04,0.06666666666666667,0.4533333333333333,0.10666666666666667,0.013333333333333334,0.10666666666666667,0.032,0.37333333333333335,1.4133333333333333,0.022666666666666665,6.12,1.28,0.16,1.3333333333333333,0.002666666666666667,0.0031999999999999997,0.04133333333333333,0.96,,,,,,,,,,,,,,,,,,,Baked Goods
193,"Sponge, commercial, individual shell",1,2.88,12.08,0.04,0.6,0.36,0.004,0.04,0.008,1.04,0.72,0.027999999999999997,2.44,1.0,0.12,1.36,0.0,0.0028000000000000004,0.032,0.72,,,,,,,,,,,,,,,,,,,Baked Goods
194,"Sponge, homemade (25 cm diam)",1/12,2.9682539682539684,12.412698412698413,0.07936507936507936,0.5714285714285714,,0.0031746031746031746,0.047619047619047616,0.012698412698412698,1.6984126984126984,0.4126984126984127,0.015873015873015872,2.2857142857142856,1.4126984126984128,0.09523809523809523,1.0,0.0015873015873015873,0.003015873015873016,0.026984126984126982,0.5238095238095238,,,,,,,,,,,,,,,,,,,Baked Goods
195,"White, from mix, with icing (2 layer, 23 cm diam)",1/12,3.330275229357798,13.926605504587156,0.027522935779816515,0.6055045871559633,0.46788990825688076,0.008256880733944955,0.09174311926605505,0.014678899082568808,,0.3761467889908257,0.008256880733944955,3.1376146788990824,0.6972477064220184,0.13761467889908258,1.2660550458715596,0.0009174311926605505,0.0011009174311926604,0.017431192660550456,0.43119266055045874,,,,,,,,,,,,,,,,,,,Baked Goods
196,"White, homemade, with icing (2 layer, 23 cm diam)",1/12,3.403669724770642,14.247706422018348,0.027522935779816515,0.6422018348623854,0.5137614678899083,0.002752293577981651,0.08256880733944955,0.022935779816513763,0.009174311926605505,0.45871559633027525,0.011926605504587157,1.8807339449541285,0.5045871559633027,0.045871559633027525,0.3761467889908257,0.0009174311926605505,0.0012844036697247708,0.017431192660550456,0.30275229357798167,,,,,,,,,,,,,,,,,,,Baked Goods
197,"White, frozen, commercial, with icing (1 layer, 5 cm X 20 cm diam)",1/6,3.3294117647058825,13.929411764705883,0.023529411764705882,0.611764705882353,0.47058823529411764,0.011764705882352941,0.09411764705882353,0.011764705882352941,0.0,0.3764705882352941,0.011764705882352941,3.1294117647058823,0.6941176470588235,0.1411764705882353,1.2705882352941176,,,0.011764705882352941,0.43529411764705883,,,,,,,,,,,,,,,,,,,Baked Goods
198,"Yellow, from mix, with icing (2 layer, 23 cm diam)",1/12,3.330275229357798,13.935779816513762,0.03669724770642202,0.5871559633027523,0.43119266055045874,0.008256880733944955,0.10091743119266056,0.01834862385321101,0.42201834862385323,0.5504587155963303,0.010091743119266056,3.1009174311926606,0.6788990825688074,0.13761467889908258,1.2568807339449541,0.0009174311926605505,0.0012844036697247708,0.01834862385321101,0.5229357798165137,,,,,,,,,,,,,,,,,,,Baked Goods
199,"Apple, commercial, 2 crust (23 cm diam)",1/8,2.368,9.912,0.016,0.344,0.16,0.016,0.112,0.0376,0.0,0.112,0.0048,2.664,0.648,0.072,0.24,,0.00023999999999999998,0.0072,0.432,,,,,,,,,,,,,,,,,,,Baked Goods
200,"Apple, homemade, 2 crust (23 cm diam)",1/8,2.6516129032258067,11.07741935483871,0.025806451612903226,0.3741935483870968,,0.014838709677419354,0.12258064516129032,0.03032258064516129,0.0,0.07096774193548387,0.01096774193548387,2.109677419354839,0.7870967741935484,0.07096774193548387,0.27741935483870966,0.0012903225806451613,0.0010967741935483872,0.01741935483870968,0.38064516129032255,,,,,,,,,,,,,,,,,,,Baked Goods
201,"Banana cream, from mix, no-bake type (23 cm diam)",1/8,2.510869565217391,10.5,0.03260869565217391,0.31521739130434784,,0.006521739130434782,0.13043478260869565,0.06956521739130435,0.29347826086956524,0.7282608695652174,0.004347826086956522,2.902173913043478,1.1304347826086956,0.11956521739130435,1.673913043478261,0.0010869565217391304,0.0014130434782608696,0.015217391304347825,0.30434782608695654,,,,,,,,,,,,,,,,,,,Baked Goods
202,Butter tart,1,4.592592592592593,19.22222222222222,0.037037037037037035,0.5370370370370371,0.2777777777777778,0.012962962962962963,0.25925925925925924,0.1037037037037037,0.5555555555555556,0.4074074074074074,0.020370370370370372,3.037037037037037,2.0185185185185186,0.18518518518518517,0.6481481481481481,0.001851851851851852,0.001851851851851852,0.027777777777777776,0.6481481481481481,,,,,,,,,,,,,,,,,,,Baked Goods
203,"Cherry, commercial, 2 crust (23 cm diam)",1/8,2.6,10.872,0.024,0.4,0.144,0.008,0.112,0.0256,0.0,0.12,0.016,2.464,0.808,0.08,0.288,0.0016,0.00128,0.02,0.4,,,,,,,,,,,,,,,,,,,Baked Goods
204,"Chocolate cream, commercial (20 cm diam)",1/6,3.0442477876106193,12.70796460176991,0.02654867256637168,0.336283185840708,,0.020353982300884955,0.19469026548672566,0.049557522123893805,0.05309734513274336,0.36283185840707965,0.010619469026548672,1.3628318584070795,1.2743362831858407,0.21238938053097345,0.6814159292035398,,0.0010619469026548671,0.012389380530973451,0.168141592920354,,,,,,,,,,,,,,,,,,,Baked Goods
205,"Coconut cream, commercial (20 cm diam)",1/6,2.984375,12.453125,0.015625,0.375,0.359375,0.0125,0.171875,0.0703125,0.0,0.296875,0.0078125,2.546875,0.65625,0.203125,0.84375,,0.00078125,0.00625,0.078125,,,,,,,,,,,,,,,,,,,Baked Goods
206,"Fried pie, fruit (13 cm X 10 cm)",1,3.15625,13.21875,0.03125,0.4296875,0.2109375,0.02578125,0.1640625,0.02421875,0.0,0.21875,0.0125,3.7421875,0.6484375,0.1015625,0.4296875,0.0015625,0.00109375,0.02109375,0.28125,,,,,,,,,,,,,,,,,,,Baked Goods
207,"Lemon meringue, commercial (20 cm diam)",1/6,2.6814159292035398,11.212389380530974,0.017699115044247787,0.4690265486725664,0.23893805309734514,0.012389380530973451,0.08849557522123894,0.017699115044247787,0.45132743362831856,0.5575221238938053,0.006194690265486726,1.4601769911504425,0.8938053097345132,0.1504424778761062,1.0530973451327434,0.0008849557522123895,0.0021238938053097342,0.009734513274336285,0.35398230088495575,,,,,,,,,,,,,,,,,,,Baked Goods
208,"Mincemeat pie, homemade, 2 crust (23 cm diam)",1/8,2.890909090909091,12.090909090909092,0.024242424242424242,0.47878787878787876,0.28484848484848485,0.02606060606060606,0.10909090909090909,0.02666666666666667,0.0,0.21818181818181817,0.015151515151515152,2.5393939393939395,2.0303030303030303,0.1393939393939394,0.41818181818181815,0.0012121212121212121,0.0010303030303030305,0.016363636363636365,0.3575757575757576,,,,,,,,,,,,,,,,,,,Baked Goods
209,"Pecan, commercial (20 cm diam)",1/6,4.0,16.72566371681416,0.04424778761061947,0.5752212389380531,0.2831858407079646,0.035398230088495575,0.18584070796460178,0.035398230088495575,0.3185840707964602,0.168141592920354,0.010619469026548672,4.238938053097345,0.7433628318584071,0.17699115044247787,0.7699115044247787,0.0008849557522123895,0.0012389380530973453,0.01327433628318584,0.5398230088495575,,,,,,,,,,,,,,,,,,,Baked Goods
